2021-02-09 13:10:55.876		CAN-FD	0	Tx	11111111  	8	02 10 03 00 00 00 00 00                 	Instrumentation | Attempt | Instrumentation request_14DA45F1

Test case 185 verdict: Passed

2021-02-09 13:11:36.303		CAN-FD	186	Tx	6DD       	6	38 3B A9 0B 84 5F                     	CAN_FD_raw_frame_invalid_frame | ID186_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.305		CAN-FD	186	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.310		CAN-FD	186	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 186 verdict: Passed

2021-02-09 13:11:36.329		CAN-FD	187	Tx	6DD       	6	24 C6 2F 80 DF 83                     	CAN_FD_raw_frame_invalid_frame | ID187_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.329		CAN-FD	187	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.340		CAN-FD	187	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 187 verdict: Passed

2021-02-09 13:11:36.355		CAN-FD	188	Tx	6DD       	6	05 E1 E3 50 9B 2D                     	CAN_FD_raw_frame_invalid_frame | ID188_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.356		CAN-FD	188	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.360		CAN-FD	188	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 188 verdict: Passed

2021-02-09 13:11:36.381		CAN-FD	189	Tx	6DD       	6	61 E9 23 A3 DE 16                     	CAN_FD_raw_frame_invalid_frame | ID189_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.381		CAN-FD	189	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.390		CAN-FD	189	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 189 verdict: Passed

2021-02-09 13:11:36.406		CAN-FD	190	Tx	6DD       	6	8A 62 59 2A 35 40                     	CAN_FD_raw_frame_invalid_frame | ID190_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.408		CAN-FD	190	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.410		CAN-FD	190	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 190 verdict: Passed

2021-02-09 13:11:36.432		CAN-FD	191	Tx	6DD       	6	CF 7C AA 66 66 05                     	CAN_FD_raw_frame_invalid_frame | ID191_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.432		CAN-FD	191	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.440		CAN-FD	191	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 191 verdict: Passed

2021-02-09 13:11:36.457		CAN-FD	192	Tx	6DD       	6	B5 56 D1 C6 77 C6                     	CAN_FD_raw_frame_invalid_frame | ID192_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.457		CAN-FD	192	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.460		CAN-FD	192	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 192 verdict: Passed

2021-02-09 13:11:36.481		CAN-FD	193	Tx	6DD       	6	BC AF C5 86 5F 39                     	CAN_FD_raw_frame_invalid_frame | ID193_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:36.483		CAN-FD	193	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.490		CAN-FD	193	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 193 verdict: Passed

2021-02-09 13:11:36.492		CAN-FD	194	Tx	539       	3	7D A3 B5                              	CAN_FD_raw_frame_invalid_frame | ID194_dlc_=_data | _14DA45F1
2021-02-09 13:11:36.593		CAN-FD	194	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.600		CAN-FD	194	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 194 verdict: Passed

2021-02-09 13:11:36.602		CAN-FD	195	Tx	539       	3	FF FF FF                              	CAN_FD_raw_frame_invalid_frame | ID195_FF_based_pattern_data | _14DA45F1
2021-02-09 13:11:36.704		CAN-FD	195	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.710		CAN-FD	195	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 195 verdict: Passed

2021-02-09 13:11:36.711		CAN-FD	196	Tx	539       	3	01 01 01                              	CAN_FD_raw_frame_invalid_frame | ID196_pseudo_random_pattern_data | _14DA45F1
2021-02-09 13:11:36.812		CAN-FD	196	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.820		CAN-FD	196	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 196 verdict: Passed

2021-02-09 13:11:36.822		CAN-FD	197	Tx	539       	3	34 A5 44                              	CAN_FD_raw_frame_invalid_frame | ID197_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:36.823		CAN-FD	197	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.830		CAN-FD	197	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 197 verdict: Passed

2021-02-09 13:11:36.873		CAN-FD	198	Tx	539       	3	1C 66 38                              	CAN_FD_raw_frame_invalid_frame | ID198_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:36.873		CAN-FD	198	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.880		CAN-FD	198	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 198 verdict: Passed

2021-02-09 13:11:36.923		CAN-FD	199	Tx	539       	3	82 74 3F                              	CAN_FD_raw_frame_invalid_frame | ID199_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:36.923		CAN-FD	199	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.930		CAN-FD	199	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 199 verdict: Passed

2021-02-09 13:11:36.974		CAN-FD	200	Tx	539       	3	DE 78 68                              	CAN_FD_raw_frame_invalid_frame | ID200_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:36.974		CAN-FD	200	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:36.980		CAN-FD	200	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 200 verdict: Passed

2021-02-09 13:11:37.025		CAN-FD	201	Tx	539       	3	69 C8 1F                              	CAN_FD_raw_frame_invalid_frame | ID201_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:37.025		CAN-FD	201	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:37.030		CAN-FD	201	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 201 verdict: Passed

2021-02-09 13:11:37.075		CAN-FD	202	Tx	539       	3	AA BE 83                              	CAN_FD_raw_frame_invalid_frame | ID202_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:37.075		CAN-FD	202	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:37.080		CAN-FD	202	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 202 verdict: Passed

2021-02-09 13:11:37.125		CAN-FD	203	Tx	539       	3	8B 71 04                              	CAN_FD_raw_frame_invalid_frame | ID203_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:37.125		CAN-FD	203	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:37.130		CAN-FD	203	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 203 verdict: Passed

2021-02-09 13:11:37.175		CAN-FD	204	Tx	539       	3	95 83 A8                              	CAN_FD_raw_frame_invalid_frame | ID204_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:37.175		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:37.279		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.380		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.481		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.582		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.683		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.784		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.886		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:37.988		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.089		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.191		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.292		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.393		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.494		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.595		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.696		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.797		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.898		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:38.999		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.100		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.201		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.303		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.404		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.505		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.606		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.707		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.808		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:39.909		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.010		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.111		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.212		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.313		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.414		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.515		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.616		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.717		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.820		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:40.921		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.023		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.124		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.224		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.326		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.427		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.527		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.628		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.729		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.830		CAN-FD	204	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Attempt | Instrumentation request_14DA45F1
2021-02-09 13:11:41.881		CAN-FD	204	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 204 verdict: Failed

2021-02-09 13:11:41.943		CAN-FD	205	Tx	539       	3	FE 53 FD                              	CAN_FD_raw_frame_invalid_frame | ID205_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:41.943		CAN-FD	205	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:41.954		CAN-FD	205	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 205 verdict: Passed

2021-02-09 13:11:41.993		CAN-FD	206	Tx	539       	3	91 E8 36                              	CAN_FD_raw_frame_invalid_frame | ID206_cyclic_msg_rate_50_ms | _14DA45F1
2021-02-09 13:11:41.993		CAN-FD	206	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.005		CAN-FD	206	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 206 verdict: Passed

2021-02-09 13:11:42.005		CAN-FD	207	Tx	61D       	11	4C 1C C4 D7 01 68 CE D0 A4 CC 89 32 04 73 9B E5 1F 7A AA C4 	CAN_FD_raw_frame_invalid_frame | ID207_dlc_=_data | _14DA45F1
2021-02-09 13:11:42.105		CAN-FD	207	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.115		CAN-FD	207	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 207 verdict: Passed

2021-02-09 13:11:42.118		CAN-FD	208	Tx	61D       	11	0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 0F 	CAN_FD_raw_frame_invalid_frame | ID208_0F_based_pattern_data | _14DA45F1
2021-02-09 13:11:42.219		CAN-FD	208	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.225		CAN-FD	208	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 208 verdict: Passed

2021-02-09 13:11:42.226		CAN-FD	209	Tx	61D       	11	7E FE 10 7F FE 0F FE 0E 00 80 7F 10 10 01 01 7E 01 0F 7F 7F 	CAN_FD_raw_frame_invalid_frame | ID209_pseudo_random_pattern_data | _14DA45F1
2021-02-09 13:11:42.327		CAN-FD	209	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.334		CAN-FD	209	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 209 verdict: Passed

2021-02-09 13:11:42.338		CAN-FD	210	Tx	61D       	11	19 A1 E7 83 C7 0D 3C 14 EA 28 49 63 71 A6 77 9D 2C 73 88 9D 	CAN_FD_raw_frame_invalid_frame | ID210_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.338		CAN-FD	210	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.346		CAN-FD	210	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 210 verdict: Passed

2021-02-09 13:11:42.364		CAN-FD	211	Tx	61D       	11	C7 48 71 C9 E1 E2 01 28 48 96 59 D6 03 B2 79 0A A1 D0 1C F0 	CAN_FD_raw_frame_invalid_frame | ID211_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.364		CAN-FD	211	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.374		CAN-FD	211	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 211 verdict: Passed

2021-02-09 13:11:42.390		CAN-FD	212	Tx	61D       	11	25 13 16 EE 9C 71 70 88 B7 5C 32 50 A5 36 1B D8 15 D2 83 A8 	CAN_FD_raw_frame_invalid_frame | ID212_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.390		CAN-FD	212	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.395		CAN-FD	212	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 212 verdict: Passed

2021-02-09 13:11:42.416		CAN-FD	213	Tx	61D       	11	7C 03 5D 20 4B 0D 4E CE B6 0F A0 0F 43 C6 28 15 20 7B 1C 4A 	CAN_FD_raw_frame_invalid_frame | ID213_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.416		CAN-FD	213	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.424		CAN-FD	213	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 213 verdict: Passed

2021-02-09 13:11:42.441		CAN-FD	214	Tx	61D       	11	B3 6B 5B 27 72 92 23 76 B7 96 00 77 4A D4 E6 AC DE 9A 1E 52 	CAN_FD_raw_frame_invalid_frame | ID214_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.442		CAN-FD	214	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.445		CAN-FD	214	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 214 verdict: Passed

2021-02-09 13:11:42.467		CAN-FD	215	Tx	61D       	11	B2 9D 14 F3 63 24 28 E5 2A E5 09 4F B0 C1 F1 58 A3 B1 B8 2D 	CAN_FD_raw_frame_invalid_frame | ID215_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.469		CAN-FD	215	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.475		CAN-FD	215	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 215 verdict: Passed

2021-02-09 13:11:42.491		CAN-FD	216	Tx	61D       	11	6C 13 5B C7 24 58 1C 16 86 64 22 6B B3 F7 EB FB D8 E7 19 10 	CAN_FD_raw_frame_invalid_frame | ID216_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.492		CAN-FD	216	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.495		CAN-FD	216	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 216 verdict: Passed

2021-02-09 13:11:42.518		CAN-FD	217	Tx	61D       	11	0C FD CF B5 70 7E A4 4D 1B 09 A6 B6 33 93 F0 CF 31 83 11 9A 	CAN_FD_raw_frame_invalid_frame | ID217_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.519		CAN-FD	217	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.525		CAN-FD	217	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 217 verdict: Passed

2021-02-09 13:11:42.544		CAN-FD	218	Tx	61D       	11	A4 C2 77 80 14 4E 56 77 87 87 52 BB 55 DD EB 5A 0F A8 02 98 	CAN_FD_raw_frame_invalid_frame | ID218_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.544		CAN-FD	218	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.555		CAN-FD	218	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 218 verdict: Passed

2021-02-09 13:11:42.569		CAN-FD	219	Tx	61D       	11	D4 87 82 7D 83 C2 AE DA F2 84 8B 8E 34 59 61 A6 B0 0B C9 DA 	CAN_FD_raw_frame_invalid_frame | ID219_cyclic_msg_rate_25_ms | _14DA45F1
2021-02-09 13:11:42.570		CAN-FD	219	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.575		CAN-FD	219	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 219 verdict: Passed

2021-02-09 13:11:42.576		CAN-FD	220	Tx	59A       	12	7B FD 54 66 D1 5A F9 8C 7E 51 16 F4 F9 E0 13 3A 28 CC FA DD D4 6D 56 A4 	CAN_FD_raw_frame_invalid_frame | ID220_dlc_=_data | _14DA45F1
2021-02-09 13:11:42.676		CAN-FD	220	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.684		CAN-FD	220	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 220 verdict: Passed

2021-02-09 13:11:42.687		CAN-FD	221	Tx	59A       	12	10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 	CAN_FD_raw_frame_invalid_frame | ID221_10_based_pattern_data | _14DA45F1
2021-02-09 13:11:42.788		CAN-FD	221	Tx	11111111  	8	02 10 03 00 00 00 00 00               	Instrumentation | Instrumentation after | Instrumentation request_14DA45F1
2021-02-09 13:11:42.795		CAN-FD	221	Rx	99999999  	8	06 50 03 00 64 01 F4 55               	Instrumentation | Response | Instrumentation response_14DA45F1

Test case 221 verdict: Passed

